ticket_id,opened_at,domain,asset,component,error_code,severity,status,team,title,description,resolution,resolved_hours
INC-2026-04894,2026-07-13T13:00,Payments,Scoring Cluster A,Card authorisation,ERR-4001,High,Resolved,Core Banking,Authorisation success rate dropped,Approval numbers fell off a cliff and have not come back on their own.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,1.0
INC-2026-04342,2026-04-13T12:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,High,Closed,Store Systems,Checkout terminal restarting unexpectedly,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,9.0
INC-2026-04150,2026-07-06T13:15,Maritime,MV Nordlys,Navigation display,ERR-2203,Medium,Resolved,Rotating Equipment,Console blanking intermittently,Picture freezes mid update. Everything else on the bridge carries on as normal.,Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,4.9
INC-2026-04710,2026-08-01T22:00,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",Fuel filter partially blocked. Replaced the element and bled the system.,6.6
INC-2026-04839,2026-08-11T23:15,Energy,Substation Fana,Transformer cooling,ERR-7744,High,Resolved,SCADA,Transformer temperature trending high,"Sits several degrees above where it has historically run, with load unchanged.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,19.9
INC-2026-04770,2026-02-14T14:45,Payments,Gateway North,Fraud scoring,ERR-4102,Medium,Resolved,Core Banking,Fraud model scoring slowly,Response times have crept up to the point where the checkout feels sluggish.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,4.8
INC-2026-04179,2026-04-28T09:00,Energy,Substation Fana,Protection relay,ERR-7120,Critical,In Progress,SCADA,Feeder lost supply without cause,Breaker opened on its own. Walked the route and found nothing wrong.,,
INC-2026-04656,2026-03-16T12:15,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,E-commerce,Printing stops partway through a sale,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Worn feed roller slipping under load. Replaced the roller assembly.,0.9
INC-2026-04932,2026-05-26T07:15,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Closed,Grid Operations,SCADA polling timeouts overnight,"Values freeze at their last figure, then jump to current once contact returns.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,2.8
INC-2026-04290,2026-06-19T04:45,Energy,Substation Fana,SCADA link,ERR-3310,Low,Closed,Substation Field,Outstation dropping off the system,Trend shows holes in the record overnight that filled themselves in by morning.,Failing media converter at the site end. Swapped the unit and the gaps stopped.,11.9
INC-2026-04109,2026-01-08T10:45,Maritime,MV Havbris,Bearing assembly,ERR-5012,High,Resolved,Hull & Deck,Main pump noisy at high output,The mounting feels alive under your hand when the machine is worked hard.,"Soft foot on the mounting. Shimmed and re-torqued base bolts, retested at full load with no recurrence.",16.4
INC-2026-04741,2026-07-29T14:30,Retail,DC Vestby,Inventory sync,ERR-6410,Low,Resolved,Logistics,Counts disagree between systems,Counts in the system do not match what staff find when they physically check the shelf.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",9.7
INC-2026-04046,2026-08-01T04:45,Energy,Substation Kollsnes,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Telemetry gap from remote site,"Nothing reported in from that location for a stretch, with no alarm to say why.",Radio link degraded by weather. Repointed the antenna and improved the margin.,6.0
INC-2026-04516,2026-07-05T04:00,Payments,Gateway Core,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Customers reporting failed checkout,"More transactions than normal are being turned away, with no pattern by card type or issuer.",Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,5.6
INC-2026-04176,2026-09-07T16:30,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,Store Systems,Counts disagree between systems,Customers are ordering items that ran out before the order was even placed.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,9.5
INC-2026-04526,2026-05-27T01:30,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Resolved,Logistics,Checkout terminal restarting unexpectedly,"It gives up under pressure. Quiet mornings are fine, Saturday afternoon is not.",Failing memory module. Swapped the board and soak tested through a full trading day.,5.1
INC-2026-04414,2026-06-25T02:45,Retail,Store 014 Oslo,Point of sale,ERR-6205,High,In Progress,E-commerce,Checkout terminal restarting unexpectedly,Staff lose the lane completely and have to move the queue to the next one.,,
INC-2026-04363,2026-02-09T07:00,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,High,Resolved,Store Systems,Online availability showing items that are sold out,"The nightly transfer arrived hours late, so morning picking worked from stale numbers.","Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",3.6
INC-2026-04790,2026-09-05T03:30,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,SCADA,Telemetry gap from remote site,Trend shows holes in the record overnight that filled themselves in by morning.,Radio link degraded by weather. Repointed the antenna and improved the margin.,9.0
INC-2026-04005,2026-08-15T23:45,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,Critical,Resolved,SCADA,Unit running warmer than its neighbours,Control room sees the figure drifting upward and not recovering during the quiet hours.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,22.1
INC-2026-04160,2026-03-15T10:00,Maritime,MV Kvitøy,Navigation display,ERR-2203,High,Closed,Hull & Deck,Console blanking intermittently,"Goes black for a moment, then paints itself back in as if nothing happened.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,4.9
INC-2026-04636,2026-01-22T23:30,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Customers reporting failed checkout,People are being refused at the final step even though their cards are perfectly good.,"Expired certificate on the acquirer link. Renewed and redeployed, success rate normalised.",5.6
INC-2026-04069,2026-04-08T08:15,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,E-commerce,Online availability showing items that are sold out,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,6.6
INC-2026-04044,2026-07-07T11:15,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Uneven running on auxiliary engine,Gauge will not settle. It wanders either side of where it should sit.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,2.5
INC-2026-04644,2026-05-05T21:15,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,High,In Progress,Grid Operations,Transformer temperature trending high,Control room sees the figure drifting upward and not recovering during the quiet hours.,,
INC-2026-04261,2026-07-26T05:45,Retail,DC Larvik,Inventory sync,ERR-6410,Low,Resolved,E-commerce,Online availability showing items that are sold out,Customers are ordering items that ran out before the order was even placed.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",11.2
INC-2026-04651,2026-04-18T21:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,Low,Resolved,Logistics,Till freezing during busy period,Screen stops accepting input at the worst moment and the sale has to be started again.,Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,4.3
INC-2026-04867,2026-06-03T06:30,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,High,Resolved,Substation Field,Unit running warmer than its neighbours,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,11.4
INC-2026-04659,2026-02-03T04:00,Payments,Gateway North,Settlement batch,ERR-4310,High,Resolved,Fraud Engineering,End of day batch did not complete,"The file came back rejected with a format complaint, so settlement did not post for the day.",Downstream schema change not applied in our mapping. Updated the mapping and reran.,15.4
INC-2026-04298,2026-07-16T15:45,Maritime,MV Nordlys,Fuel system,ERR-5140,High,Resolved,Rotating Equipment,Auxiliary engine losing power intermittently,Power dips away and returns without anyone touching the controls.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,7.6
INC-2026-04809,2026-03-04T08:00,Retail,DC Vestby,Inventory sync,ERR-6410,High,Resolved,E-commerce,Online availability showing items that are sold out,What the system believes is in the building bears no relation to what is in the building.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,11.8
INC-2026-04930,2026-04-05T14:30,Payments,Gateway Core,Fraud scoring,ERR-4102,High,Closed,Payments Platform,False positives spiking on new rule,Genuine customers are being stopped at a rate we have not seen before.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,6.0
INC-2026-04491,2026-01-26T01:45,Payments,Gateway West,Settlement batch,ERR-4310,Medium,Resolved,Core Banking,Settlement file rejected by clearing,Batch stalled partway through and had to be restarted from the last checkpoint.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,11.9
INC-2026-04013,2026-02-03T18:30,Energy,Substation Fana,Transformer cooling,ERR-7744,Critical,Closed,Substation Field,Overtemperature warning during evening peak,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,14.1
INC-2026-04062,2026-06-10T21:30,Energy,Substation Rong,Transformer cooling,ERR-7744,Critical,Closed,SCADA,Unit running warmer than its neighbours,Unit runs hotter than the others on the same bus under identical load.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,10.6
INC-2026-04756,2026-03-31T12:45,Energy,Substation Fana,Transformer cooling,ERR-7744,Critical,Closed,Substation Field,Overtemperature warning during evening peak,"Sits several degrees above where it has historically run, with load unchanged.","Two cooling fans had failed. Replaced both, temperature returned to its normal profile within the hour.",6.5
INC-2026-04490,2026-06-18T22:45,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Resolved,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,Reading is restless. It never sits still long enough to take a proper number off it.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,4.0
INC-2026-04824,2026-06-01T11:15,Payments,Gateway North,Fraud scoring,ERR-4102,Medium,Closed,Payments Platform,Review queue backing up,Genuine customers are being stopped at a rate we have not seen before.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,7.4
INC-2026-04735,2026-01-23T20:45,Maritime,MV Bergen Star,Navigation display,ERR-2203,Medium,Resolved,Bridge Systems,Console blanking intermittently,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.","Loose display cable at the bulkhead connector. Reseated and secured, no further dropouts.",4.6
INC-2026-04905,2026-08-19T09:15,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Closed,E-commerce,No receipt at end of transaction,"Paper feeds a few lines then gives up, leaving the customer with half a slip.",Printer driver incompatible with the latest POS release. Rolled back the driver.,2.1
INC-2026-04759,2026-08-17T18:00,Maritime,MV Nordlys,Navigation display,ERR-2203,High,Resolved,Bridge Systems,Bridge display unresponsive during watch,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,3.8
INC-2026-04386,2026-01-15T23:30,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Low,Resolved,Store Systems,No receipt at end of transaction,It produces the top of the receipt and then simply stops.,Worn feed roller slipping under load. Replaced the roller assembly.,1.1
INC-2026-04285,2026-07-13T11:30,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,In Progress,Bridge Systems,Fuel pressure fluctuating on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",,
INC-2026-04527,2026-02-03T23:45,Payments,Gateway North,Settlement batch,ERR-4310,Medium,In Progress,Core Banking,Daily reconciliation out by a file,"The file came back rejected with a format complaint, so settlement did not post for the day.",,
INC-2026-04135,2026-04-10T02:15,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Resolved,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,Power dips away and returns without anyone touching the controls.,Fuel filter partially blocked. Replaced the element and bled the system.,8.1
INC-2026-04601,2026-06-20T18:30,Retail,DC Larvik,Point of sale,ERR-6205,High,Resolved,Logistics,Till freezing during busy period,Terminal locks solid mid transaction when the queue is long and staff have to restart it.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,8.7
INC-2026-04668,2026-02-02T21:45,Retail,Store 014 Oslo,Point of sale,ERR-6205,Low,Resolved,Logistics,Lane out of service at peak,Terminal locks solid mid transaction when the queue is long and staff have to restart it.,Failing memory module. Swapped the board and soak tested through a full trading day.,2.5
INC-2026-04834,2026-05-30T15:45,Retail,Store 031 Bergen,Inventory sync,ERR-6410,High,Resolved,Logistics,Online availability showing items that are sold out,Counts in the system do not match what staff find when they physically check the shelf.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,7.8
INC-2026-04765,2026-04-16T19:30,Retail,Store 031 Bergen,Inventory sync,ERR-6410,High,In Progress,Store Systems,Counts disagree between systems,What the system believes is in the building bears no relation to what is in the building.,,
INC-2026-04517,2026-01-31T16:00,Payments,Gateway North,Settlement batch,ERR-4310,Medium,Closed,Core Banking,Daily reconciliation out by a file,Submission bounced. The totals at the end of it did not agree with the body.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,20.4
INC-2026-04849,2026-01-20T04:30,Payments,Scoring Cluster A,Card authorisation,ERR-4001,High,Resolved,Core Banking,Elevated decline rate on card payments,People are being refused at the final step even though their cards are perfectly good.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,1.8
INC-2026-04470,2026-02-03T11:30,Energy,Substation Fana,Transformer cooling,ERR-7744,Medium,Closed,Substation Field,Unit running warmer than its neighbours,Thermal margin has been shrinking week on week and nobody can point at a cause.,Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,6.4
INC-2026-04887,2026-07-25T13:45,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Authorisation success rate dropped,Approval numbers fell off a cliff and have not come back on their own.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,2.0
INC-2026-04999,2026-01-29T04:45,Retail,DC Vestby,Receipt printer,ERR-6250,Medium,Closed,E-commerce,Receipt printer not responding,Output dies mid print and the transaction has to be put through again.,Worn feed roller slipping under load. Replaced the roller assembly.,0.8
INC-2026-04267,2026-06-17T17:45,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,Telemetry gap from remote site,We lose sight of it for minutes at a time and then it is back as though nothing happened.,Polling interval too aggressive after a config change. Reverted to the previous setting.,5.5
INC-2026-04796,2026-09-03T14:00,Energy,Substation Fana,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,SCADA polling timeouts overnight,Trend shows holes in the record overnight that filled themselves in by morning.,Radio link degraded by weather. Repointed the antenna and improved the margin.,1.0
INC-2026-04410,2026-04-08T12:45,Energy,Substation Ålgård,SCADA link,ERR-3310,High,Resolved,Substation Field,SCADA polling timeouts overnight,The site went quiet. Nothing came in until it suddenly caught up in one burst.,Polling interval too aggressive after a config change. Reverted to the previous setting.,2.0
INC-2026-04059,2026-02-28T15:00,Energy,Substation Fana,Protection relay,ERR-7120,High,Resolved,Grid Operations,Unexpected breaker trip on feeder,"Came out for no reason anyone can establish, reclosed first time and has behaved since.","Moisture ingress in the relay panel causing spurious operation. Dried, sealed and retested.",12.8
INC-2026-04698,2026-01-09T12:15,Payments,Gateway West,Settlement batch,ERR-4310,High,Resolved,Core Banking,Settlement file rejected by clearing,"Clearing would not take the submission, so nothing landed where it should have.","Disk exhausted on the batch host mid write. Cleared space, added an alert and reran cleanly.",12.8
INC-2026-04128,2026-08-30T01:30,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Closed,Logistics,Stock levels out of step with warehouse,"Figures are a day behind, so every decision this morning was made on yesterday's picture.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,13.9
INC-2026-04359,2026-08-06T19:00,Energy,Substation Rong,SCADA link,ERR-3310,Medium,Resolved,Grid Operations,Telemetry gap from remote site,"Values freeze at their last figure, then jump to current once contact returns.",Polling interval too aggressive after a config change. Reverted to the previous setting.,2.5
INC-2026-04587,2026-08-19T19:00,Energy,Substation Fana,SCADA link,ERR-3310,Low,Closed,Substation Field,Outstation dropping off the system,"Values freeze at their last figure, then jump to current once contact returns.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,4.1
INC-2026-04014,2026-05-10T14:15,Payments,Gateway North,Card authorisation,ERR-4001,High,Resolved,Fraud Engineering,Customers reporting failed checkout,Support is fielding complaints that the payment page hangs and then gives up.,Upstream acquirer degraded. Failed over to the secondary route and rates recovered immediately.,3.5
INC-2026-04662,2026-03-29T03:15,Energy,Substation Ålgård,SCADA link,ERR-3310,Medium,Resolved,Substation Field,Outstation dropping off the system,The site went quiet. Nothing came in until it suddenly caught up in one burst.,Radio link degraded by weather. Repointed the antenna and improved the margin.,9.2
INC-2026-04481,2026-05-26T17:00,Retail,DC Larvik,Inventory sync,ERR-6410,Low,Resolved,Store Systems,Stock levels out of step with warehouse,Counts in the system do not match what staff find when they physically check the shelf.,Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,17.2
INC-2026-04097,2026-07-27T20:30,Retail,Store 031 Bergen,Point of sale,ERR-6205,Medium,Closed,E-commerce,Checkout terminal restarting unexpectedly,"Goes down on its own without anyone touching it, then comes back a minute later.",Failing memory module. Swapped the board and soak tested through a full trading day.,3.0
INC-2026-04705,2026-03-28T08:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,Resolved,Logistics,Till freezing during busy period,"Goes down on its own without anyone touching it, then comes back a minute later.",Faulty power supply under load. Replaced the unit with no repeat over the following week.,4.1
INC-2026-04556,2026-07-25T01:15,Maritime,MV Kvitøy,Navigation display,ERR-2203,Medium,In Progress,Hull & Deck,Console blanking intermittently,"Watchkeeper cannot interact with it for short spells, then it wakes up again.",,
INC-2026-04880,2026-02-27T11:30,Payments,Gateway North,Card authorisation,ERR-4001,High,In Progress,Core Banking,Authorisation success rate dropped,"A fifth of attempts are bouncing back, where it is normally a rounding error.",,
INC-2026-04573,2026-09-03T14:30,Retail,Store 031 Bergen,Inventory sync,ERR-6410,Medium,Resolved,Logistics,Counts disagree between systems,Customers are ordering items that ran out before the order was even placed.,Message queue backed up behind a poison message. Removed it and replayed the remainder.,18.4
INC-2026-04174,2026-07-11T09:30,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Closed,Bridge Systems,Uneven running on auxiliary engine,Power dips away and returns without anyone touching the controls.,Fuel filter partially blocked. Replaced the element and bled the system.,6.7
INC-2026-04884,2026-09-01T11:30,Maritime,MV Storfjord,Fuel system,ERR-5140,Medium,Closed,Bridge Systems,Auxiliary engine losing power intermittently,Gauge will not settle. It wanders either side of where it should sit.,Fuel filter partially blocked. Replaced the element and bled the system.,7.9
INC-2026-04326,2026-09-01T00:30,Maritime,MV Bergen Star,Navigation display,ERR-2203,Medium,Closed,Rotating Equipment,Chart display freezing on bridge console,Console stops responding to touch and only recovers after a power cycle.,Failing power supply in the console. Replaced the unit and monitored for a full watch.,4.2
INC-2026-04545,2026-08-11T04:00,Energy,Substation Fana,Transformer cooling,ERR-7744,Medium,Resolved,Substation Field,Unit running warmer than its neighbours,"Gradual rise on the trend, small each day, obvious across a month.",Blocked airflow from vegetation growth against the enclosure. Cleared and trimmed back.,19.8
INC-2026-04609,2026-06-03T17:15,Maritime,MV Havbris,Navigation display,ERR-2203,Medium,Resolved,Rotating Equipment,Console blanking intermittently,"Image stalls and the vessel symbol stops moving, though position is clearly still changing.",Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,7.0
INC-2026-04141,2026-08-21T20:00,Payments,Scoring Cluster A,Card authorisation,ERR-4001,Critical,Resolved,Payments Platform,Elevated decline rate on card payments,"Customers say payment spins and then fails, and a retry usually works on the second attempt.",Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,1.0
INC-2026-04494,2026-06-23T19:30,Energy,Substation Ålgård,Protection relay,ERR-7120,High,Resolved,Substation Field,Unexpected breaker trip on feeder,"Protection operated during a routine switching sequence, with no damage identified downstream.",Current transformer wiring reversed on one phase after maintenance. Corrected and tested.,17.7
INC-2026-04282,2026-06-06T19:45,Retail,Store 022 Trondheim,Point of sale,ERR-6205,High,Resolved,Store Systems,Lane out of service at peak,"Unit reboots by itself a few times a day, always around the busiest hours.",Failing memory module. Swapped the board and soak tested through a full trading day.,7.1
INC-2026-04427,2026-02-22T19:30,Energy,Substation Rong,Protection relay,ERR-7120,Critical,In Progress,SCADA,Unexpected breaker trip on feeder,"Feeder tripped out with nothing obvious on the line, and supply was restored manually after inspection.",,
INC-2026-04533,2026-09-13T23:30,Maritime,MV Nordlys,Fuel system,ERR-5140,Medium,Closed,Hull & Deck,Auxiliary engine losing power intermittently,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Air ingress at a loose union on the suction side. Tightened and pressure tested.,9.8
INC-2026-04657,2026-06-22T05:15,Energy,Substation Fana,Transformer cooling,ERR-7744,Medium,Resolved,Substation Field,Overtemperature warning during evening peak,"It is noticeably warmer to stand next to than the one beside it, carrying the same current.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,10.4
INC-2026-04793,2026-07-14T20:15,Retail,DC Larvik,Inventory sync,ERR-6410,Medium,Resolved,E-commerce,Stock levels out of step with warehouse,Customers are ordering items that ran out before the order was even placed.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",10.6
INC-2026-04378,2026-07-15T12:15,Retail,Store 014 Oslo,Receipt printer,ERR-6250,Medium,Closed,Logistics,No receipt at end of transaction,Staff hand over a torn stub because the machine quit in the middle of it.,Paper sensor dirty and reporting empty. Cleaned and recalibrated.,2.7
INC-2026-04675,2026-08-12T01:45,Energy,Substation Kollsnes,Transformer cooling,ERR-7744,Critical,Closed,Substation Field,Overtemperature warning during evening peak,"Gradual rise on the trend, small each day, obvious across a month.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,25.9
INC-2026-04907,2026-04-01T15:00,Payments,Gateway West,Card authorisation,ERR-4001,High,Resolved,Payments Platform,Customers reporting failed checkout,Volume looks normal but far fewer of them are completing than they should.,Connection pool exhausted after a traffic spike. Raised the pool size and added backpressure.,1.8
INC-2026-04586,2026-03-09T17:30,Retail,Store 014 Oslo,Point of sale,ERR-6205,Medium,In Progress,Logistics,Lane out of service at peak,Freezes solid with a customer standing there and the basket half scanned.,,
INC-2026-04728,2026-05-16T16:00,Maritime,MV Kvitøy,Navigation display,ERR-2203,Medium,Closed,Bridge Systems,Bridge display unresponsive during watch,"Display goes dark without warning and comes back after a minute, nothing in the alarm log.",Failing power supply in the console. Replaced the unit and monitored for a full watch.,6.1
INC-2026-04713,2026-04-23T07:15,Energy,Substation Ålgård,Transformer cooling,ERR-7744,High,Closed,SCADA,Transformer temperature trending high,Readings climb steadily through the afternoon peak and no longer settle overnight the way they used to.,Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,17.7
INC-2026-04961,2026-07-20T20:15,Payments,Gateway North,Fraud scoring,ERR-4102,Low,Resolved,Payments Platform,Fraud model scoring slowly,Queue depth has been climbing all day and the team cannot work through it fast enough.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,14.0
INC-2026-04236,2026-05-19T18:45,Payments,Gateway West,Fraud scoring,ERR-4102,Medium,Closed,Payments Platform,Review queue backing up,Analysts are drowning in referrals that turn out to be perfectly ordinary purchases.,Feature store query missing an index after a schema change. Index rebuilt and latency recovered.,14.2
INC-2026-04241,2026-06-14T17:15,Payments,Scoring Cluster A,Fraud scoring,ERR-4102,High,Resolved,Fraud Engineering,Fraud model scoring slowly,Far more legitimate transactions are being held for review than usual since yesterday.,Threshold misconfigured during deployment. Corrected and validated against the holdout set.,13.5
INC-2026-04218,2026-03-07T14:30,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Resolved,Rotating Equipment,Uneven running on auxiliary engine,Engine drops revs briefly every few minutes then recovers on its own.,Air ingress at a loose union on the suction side. Tightened and pressure tested.,4.1
INC-2026-04173,2026-05-17T15:45,Maritime,MV Havbris,Fuel system,ERR-5140,Medium,Resolved,Hull & Deck,Uneven running on auxiliary engine,Reading is restless. It never sits still long enough to take a proper number off it.,Fuel filter partially blocked. Replaced the element and bled the system.,8.6
INC-2026-04325,2026-09-12T00:45,Maritime,MV Bergen Star,Fuel system,ERR-5140,Medium,Closed,Rotating Equipment,Uneven running on auxiliary engine,"Watch reports the machine hunting at constant load, never quite holding a figure.",Fuel filter partially blocked. Replaced the element and bled the system.,9.5
INC-2026-04524,2026-05-11T05:45,Payments,Gateway Core,Settlement batch,ERR-4310,High,Closed,Core Banking,End of day batch did not complete,Overnight run stopped halfway and left the day only partly posted.,Trailing record count mismatch caused by a duplicated entry. Deduplicated and resubmitted.,20.6
INC-2026-04811,2026-06-24T14:30,Retail,Store 022 Trondheim,Point of sale,ERR-6205,Medium,Resolved,E-commerce,Checkout terminal restarting unexpectedly,Terminal locks solid mid transaction when the queue is long and staff have to restart it.,Thermal shutdown from blocked vents behind the counter. Relocated and cleaned.,8.3
INC-2026-04299,2026-02-20T18:30,Energy,Substation Ålgård,SCADA link,ERR-3310,Medium,Closed,Grid Operations,Telemetry gap from remote site,"Nothing reported in from that location for a stretch, with no alarm to say why.",Polling interval too aggressive after a config change. Reverted to the previous setting.,2.9
INC-2026-04335,2026-06-13T16:45,Energy,Substation Fana,SCADA link,ERR-3310,High,Resolved,Substation Field,Telemetry gap from remote site,"Control room had no readings from the site for about twenty minutes, then everything reappeared at once.",Failing media converter at the site end. Swapped the unit and the gaps stopped.,3.5
INC-2026-04736,2026-01-08T13:00,Maritime,MV Havbris,Navigation display,ERR-2203,Medium,Closed,Bridge Systems,Console blanking intermittently,Picture freezes mid update. Everything else on the bridge carries on as normal.,Firmware defect in the chart renderer. Applied vendor patch 4.2.1.,6.9
INC-2026-04121,2026-03-19T19:30,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Medium,Closed,Store Systems,Receipt printer not responding,It produces the top of the receipt and then simply stops.,Worn feed roller slipping under load. Replaced the roller assembly.,1.1
INC-2026-04277,2026-04-07T02:00,Retail,Store 022 Trondheim,Receipt printer,ERR-6250,Medium,Resolved,Store Systems,Receipt printer not responding,"Nothing comes out at all, though the terminal reports the sale completed.",Worn feed roller slipping under load. Replaced the roller assembly.,4.6
INC-2026-04420,2026-07-18T20:30,Retail,Store 022 Trondheim,Inventory sync,ERR-6410,Low,Resolved,Logistics,Online availability showing items that are sold out,"The website is offering products the shelf does not actually have, and customers arrive to collect nothing.",Clock skew between systems caused updates to be discarded as out of order. Corrected NTP.,13.2
INC-2026-04599,2026-05-13T13:45,Maritime,MV Bergen Star,Fuel system,ERR-5140,Medium,Resolved,Rotating Equipment,Fuel pressure fluctuating on auxiliary engine,"Brief hesitation every so often, as though it is starving for a moment and then catching again.",Lift pump diaphragm perished. Renewed the pump and confirmed steady supply pressure.,9.3
INC-2026-04571,2026-05-03T06:45,Energy,Substation Rong,Protection relay,ERR-7120,Critical,Resolved,Grid Operations,Feeder lost supply without cause,"Operated during normal conditions, and a full inspection turned up nothing at all.","Moisture ingress in the relay panel causing spurious operation. Dried, sealed and retested.",5.2
INC-2026-04828,2026-08-20T14:15,Retail,Store 022 Trondheim,Point of sale,ERR-6205,High,Closed,Store Systems,Till freezing during busy period,Terminal locks solid mid transaction when the queue is long and staff have to restart it.,Faulty power supply under load. Replaced the unit with no repeat over the following week.,7.3
INC-2026-04563,2026-08-26T08:45,Energy,Substation Rong,Transformer cooling,ERR-7744,High,Resolved,Substation Field,Overtemperature warning during evening peak,"Gradual rise on the trend, small each day, obvious across a month.",Radiator fins heavily fouled. Cleaned and flushed to restore rated cooling capacity.,19.3
INC-2026-04380,2026-07-25T02:30,Retail,Store 014 Oslo,Inventory sync,ERR-6410,Medium,Resolved,Store Systems,Counts disagree between systems,What the system believes is in the building bears no relation to what is in the building.,"Sync job failing silently on malformed records. Added validation and alerting, then reprocessed the backlog.",6.4
